NoMembre;NoCartier;NoAccorderie;NoPointService;NoTypeCommunication;NoOccupation;NoOrigine;NoSituationMaison;NoProvenance;NoRevenuFamilial;NoArrondissement;NoVille;NoRegion;CodePostal;NoTypeTel1;PosteTel2;NoTypeTel2;NoTypeTel3;AchatRegrouper;PretActif;PretRadier;PretPayer;EtatCompteCourriel;BottinTel;BottinCourriel;MembreActif;MembreConjoint;NoMembreConjoint;Sexe;AnneeNaissance;PrecisezOrigine;MembrePrinc;NomAccorderie;RecevoirCourrielGRP;PasCommunication;TransfereDe
5019;0;112;22;2;6;1;2;4;5;0;30050;5;G0Y 1J0;2;;1;1;-1;0;\N;\N;\N;-1;0;-1;0;0;0;1955;\N;0;\N;-1;0;\N
3428;0;104;14;2;6;1;2;2;3;44;66023;6;H1H 1H8;2;;1;1;-1;0;\N;\N;\N;-1;0;-1;0;0;0;1957;\N;0;\N;0;-1;\N
4274;0;104;14;2;7;1;2;6;3;37;66023;6;H1H 3N1;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1958;\N;0;\N;-1;\N;\N
5013;0;108;18;2;4;1;6;2;5;0;10043;1;G5L 6W8;2;1196;3;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1980;\N;0;\N;-1;0;\N
5014;0;86;4;3;6;1;2;3;4;64;37067;4;G8T 3Z6;2;;1;1;-1;0;\N;\N;\N;0;0;0;0;0;0;1947;\N;0;\N;-1;\N;\N
5015;0;86;4;2;5;1;2;6;2;64;37067;4;G8W 1R5;2;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1954;\N;0;\N;-1;\N;\N
5016;0;86;4;2;4;1;2;2;3;64;37067;4;G8T 6V8;1;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1963;\N;0;\N;-1;0;\N
5017;0;110;20;3;5;1;2;2;2;0;8053;1;G4W 2C2;2;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;0;1973;\N;0;\N;0;\N;\N
5018;0;104;14;2;5;3;3;2;2;37;66023;6;H1H 3T7;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1954;\N;0;\N;-1;0;\N
5167;0;112;22;2;6;1;5;2;4;0;31008;12;G0Y 1B0;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1948;\N;0;\N;-1;\N;\N
5001;0;110;20;2;7;1;5;5;2;0;8065;1;G0J 2V0;2;;4;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1963;\N;0;\N;-1;-1;\N
5002;0;110;20;2;4;1;2;2;5;0;8053;1;G4W 3B9;2;;3;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1951;\N;0;\N;-1;0;\N
5003;0;110;20;2;5;1;2;5;3;0;8053;1;G4W 1K8;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1979;\N;0;\N;-1;\N;\N
5004;0;110;20;2;4;1;6;2;6;0;8053;1;G4W 1S3;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;-1;4202;1;1969;\N;0;\N;-1;\N;\N
5005;0;110;20;2;7;1;2;5;4;0;8073;1;G0J 3H0;2;;4;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1963;\N;0;\N;-1;\N;\N
5006;0;110;20;2;3;1;2;3;3;0;8053;1;G4W 3J5;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1979;\N;0;\N;-1;\N;\N
5012;0;112;22;1;5;1;6;2;2;0;30035;5;G0Y 1G0;2;;1;1;0;0;\N;\N;\N;0;0;0;0;0;0;1975;\N;0;\N;0;\N;\N
5084;0;112;22;2;5;1;6;5;5;0;31008;12;G0Y 1B0;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1970;\N;0;\N;-1;0;\N
5007;0;112;22;2;7;1;2;2;4;0;30020;5;G0Y 1H0;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1950;\N;0;\N;-1;0;\N
5008;0;112;22;2;6;1;3;5;3;0;30055;5;G0Y 1A0;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1955;\N;-1;\N;-1;\N;\N
5009;0;112;22;2;4;1;3;2;4;0;30055;5;G0Y 1A0;2;;1;1;0;0;\N;\N;\N;-1;-1;0;-1;5008;0;1953;\N;0;\N;-1;\N;\N
5010;0;112;22;2;5;2;2;2;2;0;30085;5;G0Y 1M0;1;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1990;\N;0;\N;-1;0;\N
5011;0;112;22;2;3;1;2;3;4;0;30080;5;G0Y 1C0;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1956;\N;0;\N;-1;0;\N
4992;0;109;19;3;5;1;2;6;2;7;43027;5;J1H 2Y7;2;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;0;1982;\N;0;\N;0;0;\N
4993;0;2;1;2;2;1;2;3;2;60;23027;3;G1V 1W7;4;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;0;\N;0;\N;-1;\N;\N
4994;0;2;1;2;4;1;5;3;4;53;23027;3;G1E 3Y1;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1963;\N;0;\N;-1;\N;\N
4995;0;2;1;2;4;1;5;3;6;58;23027;3;G1M 1W8;2;;3;1;-1;0;\N;\N;\N;0;0;-1;0;0;1;1968;\N;0;\N;-1;0;\N
4996;3;2;1;2;2;3;4;2;2;55;23027;3;G1K 0E3;2;;4;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1986;\N;0;\N;-1;\N;\N
4997;5;2;1;2;4;1;6;2;5;55;23027;3;G1K 1J3;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1981;\N;0;\N;-1;\N;\N
4998;3;2;1;3;5;1;2;6;2;55;23027;3;G1K 2P7;2;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;0;0;\N;0;\N;-1;0;\N
4999;5;2;1;1;7;1;2;2;4;55;23027;3;G1K 4M8;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;0;\N;0;\N;-1;\N;\N
5000;2;2;1;2;4;3;3;2;5;55;23027;3;G1R 1G5;4;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;1;1983;\N;0;\N;-1;\N;\N
4986;0;88;8;2;7;1;2;6;3;46;66023;6;H2E 1Y7;4;;2;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1960;\N;0;\N;0;0;\N
4987;0;88;8;4;7;1;3;6;3;43;66023;6;H1W 3R5;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1982;\N;0;\N;-1;\N;\N
4988;0;109;19;2;4;1;6;2;5;0;42025;5;J0B 2P0;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;1;1971;\N;0;\N;-1;\N;\N
4989;0;109;19;1;5;3;2;4;4;7;43027;5;J1H 2W1;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1986;\N;0;\N;-1;\N;\N
4990;0;113;23;2;5;3;6;3;3;37;66023;6;H1G 3S1;2;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1968;\N;0;\N;0;\N;\N
4982;0;92;5;4;3;1;6;6;5;0;35040;4;G0X 1H0;2;;3;4;0;0;\N;\N;\N;0;-1;0;0;0;1;1979;\N;0;\N;0;\N;\N
4983;0;108;18;2;7;3;6;2;5;0;10043;1;G5L 2C5;2;;1;1;0;0;\N;\N;\N;-1;-1;0;-1;4926;1;1985;\N;0;\N;-1;\N;\N
4984;0;92;5;2;1;1;1;1;1;0;36033;4;G9T 2P3;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;-1;4954;1;0;\N;0;\N;-1;0;\N
4981;0;111;21;2;2;1;4;5;3;0;34017;3;G3H 0E7;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1977;\N;0;\N;-1;0;\N
4980;0;111;21;2;7;1;2;5;4;0;34090;3;G0A 4L0;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1953;\N;0;\N;-1;\N;\N
4976;0;112;22;2;6;1;3;2;3;0;30015;5;G0Y 1E1;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1943;\N;0;\N;-1;0;\N
4978;0;112;22;2;3;1;6;2;4;0;30010;5;J0B 2E0;2;;1;1;-1;0;\N;\N;\N;-1;0;-1;0;0;1;1965;\N;0;\N;-1;\N;\N
4979;0;112;22;2;4;1;4;2;5;0;30010;5;J0B 2E0;2;6532;3;1;-1;0;\N;\N;\N;0;-1;-1;0;0;0;1971;\N;0;\N;-1;\N;\N
4974;0;112;22;2;2;1;2;6;2;0;30030;5;G6B 1C2;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1991;\N;0;\N;-1;0;\N
4975;0;112;22;2;4;1;6;4;6;0;30025;5;G6B 2S1;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1979;\N;0;\N;-1;0;\N
4977;0;112;22;2;3;1;6;4;1;0;30010;5;J0B 2E0;2;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;1;1948;\N;0;\N;-1;0;\N
4985;0;112;22;2;6;1;5;5;4;0;30015;5;G0Y 1E1;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1946;\N;0;\N;-1;0;\N
4991;0;112;22;2;6;1;2;4;4;0;30010;5;J0B 2E0;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1952;\N;0;\N;-1;\N;\N
4970;0;108;18;2;6;1;5;2;5;0;10043;1;G5L 3Y6;2;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;1;1949;\N;0;\N;0;\N;\N
4971;0;108;18;2;3;1;2;2;5;0;10043;1;G5L 9B9;2;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;0;1951;\N;0;\N;-1;\N;\N
4972;0;108;18;2;5;1;2;2;2;0;10043;1;G5L 1Z6;1;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;0;\N;0;\N;-1;0;\N
4973;0;112;22;2;4;1;6;2;5;0;30072;5;G0M 1W0;2;;1;1;0;0;\N;\N;\N;-1;-1;0;-1;4780;0;1983;\N;0;\N;-1;0;\N
4968;0;92;5;2;6;1;2;3;3;0;36033;4;G9N 3A8;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1954;\N;0;\N;-1;0;\N
4969;0;86;4;2;4;3;2;3;3;68;37067;4;G8Z 3W7;1;;1;1;-1;0;\N;\N;\N;0;0;0;0;0;0;1986;\N;0;\N;-1;\N;\N
4957;0;88;8;3;7;1;2;2;3;43;66023;6;H1W 2S3;2;;1;1;-1;0;\N;\N;\N;-1;0;-1;0;0;0;1958;\N;0;\N;0;0;\N
4958;0;88;8;2;2;1;3;2;2;45;66023;6;H2S 2R7;4;;1;1;-1;0;\N;\N;\N;0;-1;-1;0;0;0;1992;\N;0;\N;-1;0;\N
4959;0;88;8;2;2;1;3;2;3;42;66023;6;H2K 3X8;4;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1988;\N;0;\N;-1;0;\N
4960;0;88;8;2;2;1;3;2;3;43;66023;6;H1W 2G3;4;;1;1;-1;0;\N;\N;\N;0;-1;-1;0;0;0;1990;\N;0;\N;-1;0;\N
4961;0;88;8;2;7;1;5;2;1;43;66023;6;H2K 2R8;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1985;\N;0;\N;-1;\N;\N
4962;0;88;8;2;7;1;2;3;4;0;59010;16;J3E 3Y5;4;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;1;1951;\N;0;\N;-1;0;\N
4950;0;86;4;2;4;2;5;6;5;68;37067;4;G8Z 4E4;2;;1;1;-1;0;\N;\N;\N;0;0;0;0;0;0;1989;\N;0;\N;0;0;\N
4951;0;86;4;2;4;1;5;6;4;68;37067;4;G9A 2C7;2;;1;1;-1;0;\N;\N;\N;0;0;-1;0;0;0;1985;\N;0;\N;0;\N;\N
4952;0;86;4;2;5;1;2;6;3;0;38010;17;G9H 4N7;4;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1981;\N;0;\N;-1;\N;\N
4953;0;86;4;2;6;1;2;5;6;68;37067;4;G8Z 3L1;2;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1950;\N;0;\N;-1;\N;\N
4954;0;92;5;2;4;1;6;2;5;0;36033;4;G9T 2P3;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1984;\N;-1;\N;-1;0;\N
4955;0;92;5;3;5;1;6;6;3;0;36033;4;G9N 3P7;2;;1;1;-1;0;\N;\N;\N;0;0;0;0;0;0;1989;\N;-1;\N;0;\N;\N
4956;0;92;5;2;5;1;6;6;3;0;36033;4;G9N 3P7;2;;1;1;-1;0;\N;\N;\N;0;-1;-1;-1;4955;1;1972;\N;0;\N;-1;0;\N
4963;0;112;22;2;7;1;5;2;5;0;30030;5;G6B 1S6;2;;4;3;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1955;\N;0;\N;-1;\N;\N
4964;0;112;22;4;6;1;5;5;4;0;30030;5;G6B 1S3;2;;1;1;-1;0;\N;\N;\N;-1;0;0;0;0;0;1952;\N;0;\N;0;\N;\N
4965;0;112;22;2;4;3;2;2;5;0;30045;5;G6B 2S3;2;126;3;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1984;\N;0;\N;-1;\N;\N
4966;0;112;22;2;4;1;5;5;1;0;30025;5;G6B 2S1;1;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1960;\N;0;\N;-1;\N;\N
4967;0;112;22;2;7;1;5;6;6;0;30030;5;G6B 3J2;5;;4;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1964;\N;0;\N;-1;0;\N
4947;7;2;1;2;4;3;3;1;1;55;23027;3;G1L 4L3;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;0;\N;0;\N;-1;\N;\N
4939;0;109;19;2;3;1;3;2;2;7;43027;5;J1K 2T4;2;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;1;1983;\N;0;\N;-1;0;\N
4944;0;86;4;2;4;1;6;6;6;68;37067;4;G9A 3E4;2;;1;1;-1;0;\N;\N;\N;0;0;0;0;0;1;1986;\N;0;\N;0;0;\N
4945;0;86;4;2;3;1;6;2;4;68;37067;4;G8Y 2B9;4;;1;1;-1;0;\N;\N;\N;0;0;-1;0;0;0;0;\N;0;\N;0;\N;\N
4946;0;86;4;2;4;3;3;6;3;64;37067;4;G8T 6G7;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;1;1987;\N;0;\N;-1;\N;\N
4948;5;2;1;2;4;1;3;3;5;55;23027;3;G1N 3B7;4;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;1;1970;\N;0;\N;-1;\N;\N
4949;10;2;1;2;6;1;2;6;5;55;23027;3;G1J 3A8;2;;2;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;0;\N;0;\N;-1;0;\N
4936;0;110;20;2;6;1;4;4;5;0;8035;1;G0J 3E0;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1963;\N;0;\N;-1;0;\N
4937;0;108;18;2;2;2;2;2;2;0;10043;1;G5L 4Y8;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1983;\N;0;\N;-1;\N;\N
4938;7;2;1;2;4;1;2;2;4;55;23027;3;G1L 4N1;4;;2;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1965;\N;0;\N;-1;0;\N
4930;0;104;14;2;4;3;3;6;4;45;66023;6;H2S 2T6;4;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;1;1993;\N;0;\N;-1;0;\N
4931;0;104;14;4;2;3;6;1;1;37;66023;6;H1H 3S4;4;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1971;\N;0;\N;-1;\N;\N
4932;0;114;24;2;4;1;6;4;5;30;66023;6;H1J 1Z8;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1989;\N;0;\N;-1;0;\N
4933;0;104;14;1;6;1;2;2;4;0;72005;15;J1R 2A3;2;;1;2;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1953;\N;0;\N;-1;0;\N
4934;0;104;14;2;5;3;3;2;1;37;66023;6;H1H 3F7;4;;1;1;-1;0;\N;\N;\N;-1;0;-1;0;0;0;0;\N;0;\N;-1;\N;\N
4927;0;86;4;2;5;3;2;3;3;68;37067;4;G9A 3N1;4;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1959;\N;0;\N;-1;\N;\N
4928;0;110;20;2;4;1;2;5;6;0;8035;1;G0J 3E0;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1964;\N;0;\N;-1;\N;\N
4929;2;2;1;2;4;1;5;2;4;55;23027;3;G1K 5J2;2;;3;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;1;1981;\N;0;\N;-1;0;\N
4940;0;109;19;2;4;1;2;5;3;9;43027;5;J1H 4Y4;4;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;1;1976;\N;0;\N;-1;0;\N
4941;0;109;19;2;5;1;6;2;3;7;43027;5;J1K 1G2;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1984;\N;0;\N;-1;0;\N
4942;0;109;19;2;2;1;6;5;3;9;43027;5;J1H 3M6;2;;4;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1983;\N;0;\N;-1;\N;\N
4943;0;109;19;2;4;1;2;2;3;9;43027;5;J1J 2H1;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1961;\N;0;\N;-1;0;\N
4925;0;111;21;3;6;1;3;6;2;0;34128;3;G3L 1K5;2;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;0;1945;\N;0;\N;0;\N;\N
4926;0;108;18;2;5;1;6;2;5;0;10043;1;G5L 2C5;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1980;\N;-1;\N;-1;\N;\N
4935;0;2;15;2;2;1;1;2;2;58;23027;3;G1M 1A9;2;;4;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1997;\N;0;\N;-1;\N;\N
4924;0;92;5;2;5;1;2;4;2;0;36033;4;G9P 2P5;4;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1975;\N;0;\N;-1;0;\N
4917;0;92;5;2;6;1;5;3;6;0;36033;4;G0X 1L0;2;;1;1;-1;0;\N;\N;\N;0;-1;-1;0;0;1;1952;\N;0;\N;-1;0;\N
4920;3;2;1;2;4;1;3;2;5;55;23027;3;G1N 3J2;4;;2;1;-1;0;\N;\N;\N;-1;-1;0;0;0;1;1983;\N;0;\N;-1;0;\N
4911;0;108;18;2;4;3;4;4;5;0;10043;1;G0L 1B0;2;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;1;0;\N;0;\N;-1;\N;\N
4913;0;86;4;3;5;1;2;6;2;64;37067;4;G8T 3X1;2;;4;1;-1;0;\N;\N;\N;-1;0;0;0;0;1;1961;\N;0;\N;0;\N;\N
4914;0;111;21;2;7;1;2;5;4;0;34048;3;G0A 2Y0;2;;2;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1957;\N;0;\N;-1;\N;\N
4915;0;86;4;3;6;1;2;4;4;69;37067;4;G9A 5T8;4;;1;1;-1;0;\N;\N;\N;-1;0;0;0;0;1;1927;\N;0;\N;0;\N;\N
4916;0;86;4;2;6;1;6;2;5;68;37067;4;G9A 1C6;2;;4;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1952;\N;0;\N;0;0;\N
4918;10;2;1;2;2;1;3;2;2;55;23027;3;G1J 2R8;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1987;\N;0;\N;-1;\N;\N
4919;10;2;1;2;2;3;3;2;2;55;23027;3;G1J 2R8;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;1;1989;\N;0;\N;-1;\N;\N
4921;0;2;1;3;5;1;2;2;2;56;23027;3;G3E 1V2;2;;4;1;0;0;\N;\N;\N;-1;0;0;0;0;0;1977;\N;0;\N;0;\N;\N
4922;0;2;1;2;7;1;5;2;4;58;23027;3;G1M 2L1;4;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;1;1962;\N;0;\N;-1;\N;\N
4923;0;2;1;2;7;1;5;2;1;58;23027;3;G1M 2Y2;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1948;\N;0;\N;0;0;\N
4902;0;92;5;3;5;1;2;4;1;0;36033;4;G9N 3S8;2;;2;2;0;0;\N;\N;\N;-1;0;0;0;0;0;1966;\N;0;\N;-1;\N;\N
4903;0;114;24;2;5;3;3;3;3;45;66023;6;H2S 2N8;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;0;\N;0;\N;-1;\N;\N
4904;0;88;8;2;4;1;3;2;3;45;66023;6;H2S 2N8;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1977;\N;0;\N;-1;\N;\N
4905;0;109;19;2;4;1;2;5;4;5;43027;5;J0B 1A0;2;;1;1;-1;-1;\N;\N;\N;0;-1;-1;0;0;0;1972;\N;0;\N;0;0;\N
4906;0;108;18;2;6;1;5;5;6;0;10043;1;G5N 1J3;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1947;\N;-1;\N;-1;0;\N
4907;0;108;18;2;6;1;5;2;6;0;10043;1;G5N 1J3;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;-1;4906;1;1950;\N;0;\N;-1;\N;\N
4908;0;86;4;2;5;1;6;2;3;68;37067;4;G9A 3H8;2;;1;1;0;0;\N;\N;\N;0;-1;0;-1;4698;1;1988;\N;0;\N;-1;0;\N
4909;0;108;18;2;7;1;6;4;4;0;10043;1;G5N 1S7;2;;2;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1984;\N;0;\N;-1;\N;\N
4910;0;108;18;2;4;1;5;2;3;0;10043;1;G5L 5V1;2;;1;1;0;0;\N;\N;\N;0;0;0;0;0;1;1993;\N;0;\N;0;\N;\N
4912;0;112;22;2;6;1;2;2;3;0;30050;5;G0Y 1J0;2;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;1;1940;\N;0;\N;-1;0;\N
4901;0;111;21;2;6;3;5;5;5;0;34065;3;G0A 4B0;2;;4;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1947;\N;0;\N;-1;\N;\N
4898;0;109;19;2;2;1;3;2;2;7;43027;5;J1H 4X9;2;;4;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1992;\N;0;\N;-1;\N;\N
4899;0;92;5;2;4;1;4;6;5;0;36033;4;G9N 1J4;4;;2;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1979;\N;0;\N;-1;0;\N
4900;0;86;4;2;4;2;2;2;2;68;37067;4;G9A 3P7;2;;2;2;0;0;\N;\N;\N;0;0;-1;0;0;1;1981;\N;0;\N;-1;0;\N
4896;0;88;8;4;7;3;2;2;3;45;66023;6;H2G 3B6;4;;1;1;0;0;\N;\N;\N;0;0;0;0;0;1;1986;\N;0;\N;0;-1;\N
4891;0;112;22;3;6;2;2;5;3;0;30030;5;G6B 3J6;2;;1;1;0;0;\N;\N;\N;0;0;0;0;0;0;1944;\N;0;\N;0;\N;\N
4893;0;109;19;2;6;1;2;5;3;7;43027;5;J1H 6K6;2;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1947;\N;0;\N;-1;\N;\N
4894;0;86;4;2;6;1;5;1;5;68;37067;4;G9A 1A2;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1945;\N;-1;\N;-1;\N;\N
4895;0;86;4;2;6;1;5;5;1;68;37067;4;G9A 1A2;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;-1;4894;1;0;\N;0;\N;-1;0;\N
4889;0;111;21;2;7;1;2;6;3;0;34078;3;G0A 3L0;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1965;\N;0;\N;-1;\N;\N
4890;0;109;19;2;7;1;6;2;6;5;43027;5;J1G 2V4;4;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1977;\N;0;\N;-1;0;\N
4883;0;2;1;2;7;1;6;2;4;0;5055;11;G0C 3A0;2;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;1;1968;\N;0;\N;-1;\N;\N
4884;0;104;14;2;1;2;3;2;2;37;66023;6;H1G 2N9;4;;1;1;-1;0;\N;\N;\N;-1;0;0;0;0;1;1989;\N;0;\N;-1;0;\N
4885;0;104;14;2;4;3;3;2;2;45;66023;6;H2G 2T9;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1987;\N;0;\N;-1;0;\N
4886;0;113;23;2;4;1;5;6;6;37;66023;6;H1H 4X8;4;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1986;\N;0;\N;-1;\N;\N
4887;0;104;14;1;7;3;5;3;5;37;66023;6;H1H 3W9;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1953;\N;0;\N;0;0;\N
4888;0;111;21;2;4;1;5;2;5;0;34048;3;G0A 2Y0;2;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;1;1959;\N;0;\N;-1;\N;\N
4878;0;109;19;1;4;1;2;6;6;5;43027;5;J1E 1H8;2;55046;3;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1958;\N;0;\N;-1;0;\N
4879;0;109;19;2;2;1;3;2;2;5;43027;5;J1G 1H9;2;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;0;0;\N;0;\N;-1;0;\N
4880;0;112;22;2;6;1;5;4;1;0;30030;5;G6B 2X5;2;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;1;1954;\N;0;\N;-1;0;\N
4881;0;112;22;2;6;1;5;5;3;0;30030;5;G6B 2Y5;2;;1;1;-1;0;\N;\N;\N;0;-1;-1;0;0;0;1943;\N;0;\N;-1;\N;\N
4882;0;112;22;2;6;1;5;2;5;0;30050;5;G0Y 1J0;2;;4;1;0;0;\N;\N;\N;-1;-1;-1;-1;5036;0;1949;\N;0;\N;-1;0;\N
4892;0;112;22;2;4;1;6;2;5;0;30045;5;G0Y 1G0;2;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1966;\N;0;\N;-1;\N;\N
4874;0;86;4;2;4;1;5;4;6;68;37067;4;G9A 3E4;2;2240;3;3;-1;0;\N;\N;\N;0;0;-1;0;0;0;1962;\N;0;\N;0;\N;\N
4875;0;112;22;2;5;1;6;2;5;0;30030;5;G6B 1Y5;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1986;\N;0;\N;-1;0;\N
4876;0;92;5;2;2;1;6;4;3;0;36033;4;G9N 1H6;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1990;\N;0;\N;-1;\N;\N
4877;3;2;1;2;2;1;2;2;2;55;23027;3;G1K 1K4;1;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;1;1972;\N;0;\N;-1;0;\N
4853;0;92;5;2;2;1;6;4;4;0;36033;4;G9R 1G1;2;;4;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1987;\N;0;\N;-1;0;\N
4852;0;108;18;1;4;1;6;1;6;0;10065;1;G0L 1B0;2;;3;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;0;\N;-1;\N;-1;\N;\N
4854;0;109;19;3;2;3;2;2;2;7;43027;5;J1K 2R1;2;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;1;1982;\N;0;\N;-1;\N;\N
