"NoDemandeService";"NoMembre";"NoAccorderie";"TitreDemande";"Description";"Approuve";"Supprimer";"Transmit";"DateDebut";"DateFin"
"1917";"6063";"2";"Graphisme - création d'une affiche";"J'aurais besoin de quelqu'un rapidement pour préparer l'affiche de promotion d'un événement qui aura lieu au cégep Limoilou très prochainement.";"-1";"-1";"0";"2015-10-03";"2015-10-14"
"1918";"6170";"112";"aide pour ramoner une cheminée";"Besoin d'un accordeur pour ramoner mes deux cheminées, maison de deux étages.  J'ai les brosses mais pas les tiges.  Contactez moi au 819-544-2102";"-1";"-1";"0";"2015-10-05";"2015-10-31"
"1919";"6170";"112";"aide informatique";"Besoin d'aide pour apprendre à utiliser le site de L'Accorderie.  Me contacter au 819-554-2102






";"-1";"-1";"0";"2015-10-05";"2015-10-31"
"1920";"6746";"115";"conversation espagnole";"Je cherche une personne de langue espagnole pour échange:  moitié français moitié espagnol";"-1";"-1";"0";"2015-10-05";"2015-11-05"
"1921";"6935";"88";"Entretien ménager ";"Condo propre, mais besoin d'un entretien régulier. Époussetage, passer l'aspirateur, laver le plancher, la salle de bain au complet. Jamais de vaisselle à faire! (Attention aux personnes allergiques: j'ai un chat!)";"-1";"0";"0";"2015-10-05";"2016-10-05"
"1922";"6084";"114";"Petit chantier de rénovation ";"recherche homme a tous faire 
pour démolition d un foyer 
intérieur aussi pose gyproc,moulures, parquet ";"-1";"-1";"0";"2015-10-06";"2015-12-19"
"1923";"6322";"117";"covoiturage Baie Comeau Québec";"j'aimerais partir pour Québec un vendredi soit le 23, ou 30 oct. ou le 6 novembre";"-1";"-1";"0";"2015-10-07";"2015-11-06"
"1924";"6864";"115";"Peinture extérieure";"Décaper, sabler, peinturer balcon et marches extérieurs en bois. Peinturer garde-corps en métal et 2 poteaux de soutènement d'auvent en métal, à Longueuil, Vieux-Longueuil";"-1";"-1";"0";"2015-10-08";"2015-11-05"
"1925";"4514";"109";"Électronique.";"J'ai un ampli de chaîne stéréo qui fonctionne mal. Un simple nettoyage serait peut-être suffisant.";"-1";"-1";"0";"2016-04-16";"2016-04-30"
"1926";"4514";"109";"Électronique";"J'ai deux amplis stéréos à nettoyer.";"-1";"-1";"0";"2015-10-11";"2015-10-30"
"1927";"6482";"88";"Recherche Gardien(ne) pour mon hérisson";"Bonjour, j'aurais besoin de quelqu'un pour garder mon hérisson chez lui ou elle durant la dernière semaine de janvier 2016. Entretient simple. Demande une personne sérieuse et confortable avec l'idée de prendre et manipuler une tite bébite avec des piques";"-1";"-1";"0";"2015-10-12";"2015-11-12"
"1928";"6956";"92";"Electricité: Réparation de prise électrique";"Recherche une personne capable de réparer une prise électrique qui ne fonctionne plus. Merci";"-1";"-1";"0";"2015-10-13";"2016-01-01"
"1929";"6010";"86";"Dessinateur/peintre";"Pour un plateau de jeu style médiéval en couleurs. Vue aérienne des territoires.
Subvention possible.

Possibilité de faire également les dessins des cartes du jeu ainsi que du boîtier. ";"-1";"0";"0";"2016-02-04";"2016-03-01"
"1930";"3790";"109";"Abri-tempo";"J'ai besoin d'aide pour installer un abri-tempo, aussi j'aimerais avoir quelqu'un pour aller l'acheter. Merci";"-1";"-1";"0";"2015-10-15";"2015-11-30"
"1931";"4155";"109";"Abri-tempo";"J'ai besoin d'aide pour installer un abri-tempo, aussi j'aimerais avoir quelqu'un pour aller l'acheter. Merci..";"-1";"-1";"0";"2015-10-15";"2015-11-30"
"1932";"3405";"109";"Enlever un air climatisé";"J'aurais besoin d'aide pour enlever mon air climatise.";"-1";"-1";"0";"2015-10-15";"2015-10-31"
"1933";"3881";"104";"raccord de fil";"Je voulais demander si quelqu'un pouvait m'aider à raccorder les fils électriques d'un nouveau gradateur car l'ancien fait défaut.  Tout est déjà prêt il manque seulement le raccordement qui est semble-t-il très facile";"-1";"0";"0";"2015-10-15";"2015-11-30"
"1934";"3955";"108";"Plomberie ";"Besoins de reparer plomberie .";"-1";"0";"0";"2015-10-16";"2015-11-16"
"1935";"6672";"115";"Transport compost";"Cherche une personne qui peut venir chercher du compost chez moi aux 10 jrs. env. Implique que vous ayez un composteur chez vous. J'habite laflèche. Merci !";"-1";"-1";"0";"2015-10-20";"2015-12-25"
"1936";"6317";"2";"Déménagement 1 décembre ou vers le 28 novenbee";" de rue de villebon RC pour aller rue de la ronde 2ieme etage,5 rue plus loin
Lit queen matelas,base de lit
Table,4 chaises,Causeuse,chaise bercante,4 appareil menager
Bureau ordinateur petit
10 back blue,même une petite parti serais apprécier merci";"-1";"-1";"0";"2015-10-21";"2015-12-01"
"1937";"7021";"114";"Cours d'espagnol ";"Cours d'espagnol ";"-1";"-1";"0";"2015-10-22";"2016-10-22"
"1938";"6050";"2";"Recherche un local à emprunter";"Je recherche un local aménagé pour des rencontres individuelles, que j'utiliserais de façon occasionnelle. Merci!";"-1";"-1";"0";"2015-10-22";"2016-04-30"
"1939";"337";"2";"Installation support capacité 250lbs (au plafond)";"Ma demande s'adresse à quelqu'un qui a un appareil pour détecter les poutres. J'ai besoin d'aide pour : 1) trouver les poutres au plafond du sous-sol et 2) y faire l'installation d'un support de 5 pieds X 3 pieds env.";"-1";"-1";"0";"2015-10-24";"2015-12-15"
"1940";"7033";"2";"Ramassage de feuilles";"Recherche personnes sympas pour m'aider avec le ramassage des feuilles mortes chez moi.";"-1";"-1";"0";"2015-10-24";"2015-10-31"
"1942";"6645";"2";"Recherche un local à emprunter";"Je recherche un local aménagé pour des rencontres individuelles, que j'utiliserais de façon occasionnelle. Merci!";"-1";"-1";"0";"2015-10-25";"2016-04-30"
"1943";"2645";"2";"Soudure";"Souder une petite pièce de métal sur un diffuseur d'arôme électrique et également sur une petite enceinte acoustique.";"-1";"-1";"0";"2015-10-31";"2015-12-26"
"1944";"2645";"2";"Pose de 2 stores en bois";"Il suffit d'apporter une viseuse.";"-1";"-1";"0";"2015-10-26";"2015-12-26"
"1945";"6404";"117";"Apprentissage de l'anglais";"Niveau débutant ";"-1";"-1";"0";"2015-10-26";"2016-10-26"
"1946";"6130";"109";"Vidéotron Télévision : passer d'analogique à numérique";"J'ai besoin d'aide pour passer du mode analogique au mode numérique avec Vidéotron.

Je cherche quelqu'un pour m'aider à faire le branchement et pour programmer les postes de base.";"-1";"-1";"0";"2015-10-27";"2015-12-31"
"1947";"176";"2";"Déneigement ";"Aider, avec une une personne de L'Accorderie, à déneiger, un toit et une terrasse. Votre rôle serait de faire le ""piquet"" dans la rue pendant que l'autre envoie la neige du toit dans la rue et de la prévenir si une voiture passe, puis de déblayer la neige";"-1";"-1";"0";"2015-10-28";"2016-04-30"
"1948";"6317";"2";"Déménagement  remorque  et homme";"1 décembre ou la dernière semaine de novembre
2 1/2 avec 4 appareil menager
Du RC au 2ieme etage 
À 5 rue plus loin. 
Causeuse,table 4 chaise,matelas queen,base de lit, petit bureau ordt,1 table de coin,lampe debout,petit machine à eau portable,10 bac";"-1";"-1";"0";"2015-11-01";"2015-12-01"
"1949";"6992";"115";"hockey";"Cherche personne qui se débrouille en hockey pour aider jeune patineur qui n'ose pas foncer.";"-1";"-1";"0";"2015-11-01";"2016-03-27"
"1950";"6890";"2";"Fils d'un grille pain à changer";"Bonjour,

J'ai un vieux grille-pain en excellent état sauf le cable d'alimentation qui est fini. J'aimerais le faire changer. Le grille-pain date du marriage de mes parents en 1961. Merci.";"-1";"-1";"0";"2015-11-04";"2015-12-27"
"1951";"6926";"88";"culture de marijuana";"but: Formation d'une coopérative de production de marijuana
Étape initiale de demande de permis";"-1";"-1";"0";"2015-11-05";"2015-11-10"
"1952";"6926";"88";"culture de marijuana";"but: Formation d'une coopérative de production de marijuana
Étape initiale de demande de permis";"0";"-1";"0";"2015-11-05";"2015-11-10"
"1953";"6604";"92";"Aide pour le logiciel SAGE 50";"J'ai besoin de conseils et de coaching concernant le logiciel SAGE 50 pour m'assurer que ma tenu de livre comptable soit bien faite.";"-1";"-1";"0";"2015-11-09";"2015-12-09"
"1954";"6672";"115";"Ménage 2 1/2";"Allo. cherche personne qui souhaiterait venir faire ménage dans mon 2 1-2 une fois aux 2 sem.env. Balai, laver planché, toilette. Parfois ajout lavage et vaiselle. J'habite Saint-Hubert. Merci. ";"-1";"-1";"0";"2015-11-06";"2015-11-30"
"1955";"5126";"114";"Ajustement trompette";"J'ai besoin de faire ajuster les pistons de ma trompette, car ils ne remontent pas tres fluidement.";"-1";"0";"0";"2015-11-07";"2015-12-31"
"1956";"5126";"114";"conseils plan d'entrainement de cirque";"Besoin de conseils pour me trouver une ligne directrice dans mes entrainements de tissus aerien pour creer un numero de cirque";"-1";"0";"0";"2015-11-07";"2016-02-29"
"1957";"5126";"114";"Partenaire de jonglerie";"Partenaire pour pratiquer la jonglerie et le passing avec balles / quilles debutant-intermediaire";"-1";"0";"0";"2015-11-07";"2016-04-07"
"1958";"7051";"86";"accompagnement sortie nature et sortie plein air";"Je cherche des personnes intéressées par des sorties en nature en petit groupe ou encore avec personne seule. Exemple: parc de la Batiscan ou tout autre lieu inspirant.";"-1";"-1";"0";"2015-11-08";"2015-12-31"
"1959";"6936";"88";"Entraîneur Hockey";"Je joue au hockey cosom et j'aimerais beaucoup améliorer précision et capacité à déjouer";"-1";"0";"0";"2015-11-08";"2015-11-22"
"1960";"4122";"109";"Démarreur à distance ";"Quelqu'un-e pour installer un démarreur à distance dans ma voiture automatique ";"-1";"-1";"0";"2015-11-09";"2015-11-23"
"1961";"337";"2";"Réparation module VoIP";"Mon module VoIP ne fonctionne plus correctement c'est un 2011. Il y a un grésillement sur la ligne, ce qui ne se produit pas avec un appareil Magic jack ou avec un appareil de test TS-22.   ";"-1";"-1";"0";"2015-11-10";"2015-12-10"
"1962";"4882";"112";"audio-visuel";"J'ai une télévision que je voudrais raccorder avec une antenne mais il me manque quelques connaissances pour le faire. Quelqu'un peut-il m'aider?";"-1";"-1";"0";"2015-11-12";"2015-12-12"
"1963";"6912";"118";"toilettage pour petit chien";"toilettage complet pour petit chien
tel:418-721-9115";"-1";"0";"0";"2015-11-12";"2022-02-17"
"1964";"6862";"115";"Aide au repassage de vêtements";"Recherche talent de repassage pour plis coriaces de chemises et pantalons propres.";"-1";"-1";"0";"2015-11-15";"2015-12-18"
"1965";"5618";"115";"décapage de deux chaises";"J'ai 2 chaises en chêne maillé que j'aimerais faire décaper et vernir. ";"0";"-1";"0";"2015-11-15";"2016-11-15"
"1966";"6988";"86";"Accompagnement apprenti-conducteur";"Bonjour, j'aurais de besoin d'une personne pour m'aider à conduire. Je n'ai que mon permis temporaire et je souhaite pratiquer avec mon auto. ";"-1";"0";"0";"2015-11-16";"2015-11-23"
"1967";"4827";"112";"Ménage divers";"J'aurais besoin de nettoyer/rafraîchir une pièce humide de mon appart que j'ai délaissé et laissé accumulé les objets, poussières et humidité avec le temps. Aussi besoin d'aide pour un nettoyage en profondeur de mes ronds de poêles. Doit habiter L-M.";"-1";"-1";"0";"2015-11-16";"2016-11-16"
"1968";"4827";"112";"Massothérapie";"Aimerait bien avoir à l'occasion un massage de détente apportant que des bienfaits. SVP pour raisons personnelles : reiki, méditation, yoga et tout ce qui est new age s'abstenir. Doit habiter Lac-Mégantic, car je suis à pieds. Merci!";"-1";"-1";"0";"2015-11-16";"2016-11-16"
"1969";"6912";"118";"Toilettage pour chiens";"Elle veut recevoir des soins pour son petit chien.";"-1";"0";"0";"2015-11-18";"2022-03-02"
"1970";"6992";"115";"anglais";"Recherche personne bilingue pour faire des jeux ou autres avec mes enfants de 8 et 13 ans en anglais.";"-1";"-1";"0";"2015-11-18";"2016-06-25"
"1971";"62";"2";"Changer vitre tablette samsung";"Bonjour! 
La vitre de ma tablette est brisée. J'ai besoin d'en acheter une autre et de la changer. Merci d'avance :)";"-1";"-1";"0";"2015-11-18";"2015-11-25"
"1972";"4882";"112";"Assistance technique";"Branchement d'une antenne télé";"-1";"-1";"0";"2015-11-19";"2015-12-20"
"1973";"7111";"92";"menu travail électricité";"installation de 2 luminaires";"-1";"0";"0";"2015-11-20";"2015-12-01"
"1974";"3948";"2";"Changer vitre de tablette Samsung";"Bonjour! 
La vitre de ma tablette est brisée. J'ai besoin d'en acheter une autre et de la changer. Merci d'avance :)";"-1";"-1";"0";"2015-11-21";"2015-12-21"
"1975";"5751";"111";"Coupe de cheveux";"Coupe mensuelle";"-1";"-1";"0";"2015-11-23";"2016-11-23"
"1976";"5751";"111";"Conversation anglaise";"Pratique de l'anglais parlé";"-1";"-1";"0";"2015-11-23";"2016-11-23"
"1977";"5607";"115";"finances";"j'aimerais savoir si quelqu'un est compétent dans le domaine des finances afin de m'éclairer sur différentes options d'enrayer l'endettement.";"-1";"-1";"0";"2015-11-24";"2015-12-24"
"1978";"3023";"2";"Hydromiel";"Je cherche quelqu'un qui sait faire de hydromiel, alcool à partir de miel, à la maison pour me donner quelques conseils.";"-1";"-1";"0";"2015-11-25";"2016-11-25"
"1979";"6420";"117";"110-C-6 - Massage des pieds et mains";"Je désire me faire masser les pieds pour détente";"-1";"-1";"0";"2015-11-29";"2015-12-29"
"1980";"6420";"117";"100-C-3 - Accompagnement yoga";"Je désire pratiquer le yoga avec une ou d'autres personnes";"0";"-1";"0";"2015-11-29";"2015-12-29"
"1981";"1950";"88";"M'accompagner pour aller chercher mon chat";"URGENT! URGENT! Besoin d'aller récupérer mon chat à Ville d'Anjou, jeudi 3 décembre 2015 et me ramener chez moi, sur Viau près d'Ontario...";"-1";"-1";"0";"2015-11-30";"2015-12-04"
"1982";"2369";"2";"Réparation de machine à coudre";"Aide pour fonctionnement et réparation d'une machine à coudre.";"-1";"-1";"0";"2015-12-01";"2016-02-08"
"1983";"4821";"111";"Groupe de musique";"Je veux former un petit groupe de musique pour les activités de l`Accorderie mais aussi la promotion de l`Accorderie .
";"-1";"-1";"0";"2015-12-02";"2016-01-30"
"1984";"5522";"108";"Peinture";"Vous pouvez la rejoindre au 418-725-0929.";"-1";"0";"0";"2015-12-02";"2016-02-29"
"1985";"7180";"118";"Déneigement";"Il demande quelqu'un pour pelleter son entrée.";"-1";"0";"0";"2016-12-01";"2017-06-01"
"1986";"3862";"108";"Ménage";"Quelqu'un pour lui aider à faire le ménage chez-elle.";"-1";"0";"0";"2015-12-02";"2016-02-01"
"1987";"4052";"2";"Dinde de Noël";"Je cherche quelqu'un pour m'aider à cuisiner une dinde autour du 22-23 déc. et concocter une sauce. Je pourrais aider à la désosser... question de partager un moment inoubliable! Je suis végétarien et je n'ai à peu près jamais cuisiné de viande de ma vie!";"-1";"-1";"0";"2015-12-03";"2015-12-10"
"1988";"6420";"117";"Initiation à Facebook";"Je désir m'initier à Facebook";"-1";"-1";"0";"2015-12-04";"2016-01-30"
"1989";"3955";"108";"Déneigement";"perron et marches";"-1";"0";"0";"2015-12-04";"2016-03-04"
"1990";"6646";"2";"Monter de la céramique du sous-sol au 2ème étage";"J'ai 7 boites de céramique 12""x 24"" (environ 30 livres) à monter du sous-sol à mon appartement = 3 escaliers. Ce serait plutôt pressant.";"-1";"-1";"0";"2015-12-05";"2015-12-06"
"1991";"6646";"2";"Céramique à monter du ss à mon appartement";"J'ai 7 boites de céramique à monter sur 3 étages, environ 30 livres chacune, assez rapidement.";"-1";"-1";"0";"2015-12-05";"2015-12-05"
"1992";"6146";"117";"Lift pour Québec";"Bonjour, y'a quelqu'un qui va à Québec demain le 10 décembre ? Nous avons un Accordeur (très gentil) qui a besoin d'un lift, sa voiture est en panne !!! 
Laissez-moi savoir, merci et bonne journée :)
";"-1";"-1";"0";"2015-12-09";"2015-12-10"
"1993";"6990";"2";"Cours de percussions";"Cours de percussions";"-1";"-1";"0";"2015-12-10";"2015-12-10"
"1994";"7182";"117";"Bas de pantalons";"J'aurais une paire de jean, une paire de culotte propre et 2 paires de jogging à faire arranger au bas (car elles sont trop longues).";"-1";"0";"0";"2015-12-11";"2016-01-11"
"1995";"7182";"117";"Coiffeuse";"J'aimerais savoir s'il y a un AccordeurEs qui est capable de faire une teinture (comme dans un salon), je suis prête à débourser pour les produits bien attendu. ";"-1";"0";"0";"2015-12-11";"2016-01-11"
"1996";"6686";"109";"Plafond suspendu";"Je cherche quelqu'un avec expérience en construction de plafond suspendu qui pourrait m'aider à en monter un dans mon sous-sol";"-1";"-1";"0";"2015-12-11";"2016-03-11"
"1997";"5562";"114";"Personne ressource recherchée!";"Je suis à la recherche d'une personne pour venir parler à un groupe des notions de contrôle et d'ego.";"-1";"-1";"0";"2015-12-14";"2016-02-15"
"1998";"6618";"92";"garder mon chien ";"j'aimerais faire garder mon chien pendant 1 semaine au début de février 2016. ";"-1";"-1";"0";"2016-01-01";"2016-02-05"
"1999";"7201";"88";" site web";"travail  sur WordPress, apporter plus de visibilité à mon site web, photos à modifier format, mots clés... etc.
 ";"-1";"0";"0";"2016-01-30";"2016-04-25"
